base_case,best_case,total_pops,total_pushes,total_constraints
5.109921754337847,3.2320698690600693,46466,46749,234523
4.891997532919049,3.2611292866058648,46466,46749,234523
5.036101318895817,3.1809719279408455,46466,46749,234523
5.046975635457784,3.1843178388662636,46466,46749,234523
5.0637590936385095,3.2148573603481054,46466,46749,234523
