base_case,best_case,total_pops,total_pushes,total_constraints
10.142350093927234,6.681430900935084,108282,108561,482658
10.034638631157577,6.6040398380719125,108282,108561,482658
10.00514029385522,6.598798605147749,108282,108561,482658
10.185679141432047,6.7098054504022,108282,108561,482658
10.093656621407717,6.584259275346994,108282,108561,482658
