base_case,best_case,total_pops,total_pushes,total_constraints
15.791158316191286,9.851399614010006,161371,162978,724201
15.809075020253658,9.898223194759339,161371,162978,724201
15.819222825579345,9.8780357837677,161371,162978,724201
15.918524290900677,9.751419008243829,161371,162978,724201
15.295487132389098,10.071644387207925,161371,162978,724201
