base_case,best_case,total_pops,total_pushes,total_constraints
14.650941112078726,9.2165333543223,155242,155524,680042
14.48631358332932,9.392948153894395,155242,155524,680042
14.238649817183614,9.3188037420623,155242,155524,680042
14.68257327657193,9.24747121008113,155242,155524,680042
14.265214986167848,9.387085695751011,155242,155524,680042
